"VERB"	"DECADE"	"verbs"	"nouns"	"freq"	"skewedness"
"905"	"MASTER"	1900	17.66	160.33	177.99	-142.67
"906"	"MASTER"	1910	13.64	125.22	138.86	-111.58
"907"	"MASTER"	1920	11.39	115.21	126.6	-103.82
"908"	"MASTER"	1930	8.56	90.16	98.72	-81.6
"909"	"MASTER"	1940	8.32	88.92	97.24	-80.6
"910"	"MASTER"	1950	9.88	85.38	95.26	-75.5
"911"	"MASTER"	1960	9.36	77.61	86.97	-68.25
"912"	"MASTER"	1970	10.43	82.92	93.35	-72.49
"913"	"MASTER"	1980	9.93	98.3	108.23	-88.37
"914"	"MASTER"	1990	10.9	73.18	84.08	-62.28
"915"	"MASTER"	2000	13.84	90.5	104.34	-76.66
"916"	"MEASURE"	1860	21.26	134.71	155.97	-113.45
"917"	"MEASURE"	1870	23.75	127.24	150.99	-103.49
"918"	"MEASURE"	1880	19.16	124.32	143.48	-105.16
"919"	"MEASURE"	1890	16.1	113.63	129.73	-97.53
"920"	"MEASURE"	1900	25.07	97.87	122.94	-72.8
"921"	"MEASURE"	1910	22.86	112.12	134.98	-89.26
"922"	"MEASURE"	1920	24.23	103.15	127.38	-78.92
"923"	"MEASURE"	1930	23.1	123.17	146.27	-100.07
"924"	"MEASURE"	1940	22.57	110.58	133.15	-88.01
"925"	"MEASURE"	1950	26.23	98.94	125.17	-72.71
"926"	"MEASURE"	1960	33.31	91.82	125.13	-58.51
"927"	"MEASURE"	1970	25.75	79.26	105.01	-53.51
"928"	"MEASURE"	1980	31.61	87.26	118.87	-55.65
"929"	"MEASURE"	1990	35.08	70.45	105.53	-35.37
"930"	"MEASURE"	2000	32.02	58.55	90.57	-26.53
"931"	"MISTAKE"	1860	45.08	51.04	96.12	-5.96
"932"	"MISTAKE"	1870	44.17	65.56	109.73	-21.39
"933"	"MISTAKE"	1880	38.28	67.5	105.78	-29.22
"934"	"MISTAKE"	1890	35.74	60.42	96.16	-24.68
"935"	"MISTAKE"	1900	31.81	66.63	98.44	-34.82
"936"	"MISTAKE"	1910	32.58	66.96	99.54	-34.38
"937"	"MISTAKE"	1920	25.48	52.55	78.03	-27.07
"938"	"MISTAKE"	1930	18.51	51.65	70.16	-33.14
"939"	"MISTAKE"	1940	17.69	57.82	75.51	-40.13
"940"	"MISTAKE"	1950	14.47	58.57	73.04	-44.1
"941"	"MISTAKE"	1960	15.09	54.91	70	-39.82
"942"	"MISTAKE"	1970	14.09	54.73	68.82	-40.64
"943"	"MISTAKE"	1980	13.86	62.27	76.13	-48.41
"944"	"MISTAKE"	1990	14.92	59.87	74.79	-44.95
"945"	"MISTAKE"	2000	14.69	64.25	78.94	-49.56
"946"	"MOVE"	1860	216.35	10.92	227.27	205.43
"947"	"MOVE"	1870	229.77	15.74	245.51	214.03
"948"	"MOVE"	1880	230.59	17.87	248.46	212.72
"949"	"MOVE"	1890	256.62	17.84	274.46	238.78
"950"	"MOVE"	1900	248.57	27.33	275.9	221.24
"951"	"MOVE"	1910	290.18	48.42	338.6	241.76
"952"	"MOVE"	1920	309.65	39.6	349.25	270.05
"953"	"MOVE"	1930	413.51	54.89	468.4	358.62
"954"	"MOVE"	1940	465.16	56.74	521.9	408.42
"955"	"MOVE"	1950	487.37	64.14	551.51	423.23
"956"	"MOVE"	1960	536.28	75.69	611.97	460.59
"957"	"MOVE"	1970	535.86	76.95	612.81	458.91
"958"	"MOVE"	1980	531.04	85.11	616.15	445.93
"959"	"MOVE"	1990	545.5	66.04	611.54	479.46
"960"	"MOVE"	2000	543.9	72.39	616.29	471.51
"961"	"NAME"	1860	76.03	463.53	539.56	-387.5
"962"	"NAME"	1870	71.04	456.09	527.13	-385.05
"963"	"NAME"	1880	86.57	460.12	546.69	-373.55
"964"	"NAME"	1890	86.86	428.92	515.78	-342.06
"965"	"NAME"	1900	89.88	434.98	524.86	-345.1
"966"	"NAME"	1910	68.42	378.01	446.43	-309.59
"967"	"NAME"	1920	84.74	387.01	471.75	-302.27
"968"	"NAME"	1930	110.8	363	473.8	-252.2
"969"	"NAME"	1940	106.03	390.03	496.06	-284
"970"	"NAME"	1950	133.74	386.71	520.45	-252.97
"971"	"NAME"	1960	123.29	365.72	489.01	-242.43
"972"	"NAME"	1970	124.61	392.35	516.96	-267.74
"973"	"NAME"	1980	122.48	369.48	491.96	-247
"974"	"NAME"	1990	131.04	397.1	528.14	-266.06
"975"	"NAME"	2000	145.73	432	577.73	-286.27
"976"	"NEED"	1860	273.52	80.35	353.87	193.17
"977"	"NEED"	1870	298.92	87.16	386.08	211.76
"978"	"NEED"	1880	295.31	96.78	392.09	198.53
"979"	"NEED"	1890	284.28	105.08	389.36	179.2
"980"	"NEED"	1900	316.26	111	427.26	205.26
"981"	"NEED"	1910	353.74	133.3	487.04	220.44
"982"	"NEED"	1920	314.87	119.38	434.25	195.49
"983"	"NEED"	1930	338.55	131.08	469.63	207.47
"984"	"NEED"	1940	391.02	148.61	539.63	242.41
"985"	"NEED"	1950	411.1	144.31	555.41	266.79
"986"	"NEED"	1960	439.74	155.93	595.67	283.81
"987"	"NEED"	1970	468	165.63	633.63	302.37
"988"	"NEED"	1980	506.93	159.18	666.11	347.75
"989"	"NEED"	1990	633.74	158.59	792.33	475.15
"990"	"NEED"	2000	708.26	136.4	844.66	571.86
"991"	"NOTE"	1860	51.74	169.4	221.14	-117.66
"992"	"NOTE"	1870	50.51	147.18	197.69	-96.67
"993"	"NOTE"	1880	64.44	134.72	199.16	-70.28
"994"	"NOTE"	1890	74.87	144.31	219.18	-69.44
"995"	"NOTE"	1900	79.94	129.98	209.92	-50.04
"996"	"NOTE"	1910	83.73	152.72	236.45	-68.99
"997"	"NOTE"	1920	80.09	134.75	214.84	-54.66
"998"	"NOTE"	1930	74.14	134.35	208.49	-60.21
"999"	"NOTE"	1940	74.14	111.91	186.05	-37.77
"1000"	"NOTE"	1950	97.55	118.94	216.49	-21.39
"1001"	"NOTE"	1960	105.48	103.9	209.38	1.58
"1002"	"NOTE"	1970	107.58	111.28	218.86	-3.7
"1003"	"NOTE"	1980	119.19	99.73	218.92	19.46
"1004"	"NOTE"	1990	111.7	139.07	250.77	-27.37
"1005"	"NOTE"	2000	107.43	106.72	214.15	0.71
"1006"	"NOTICE"	1860	95.77	62.01	157.78	33.76
"1007"	"NOTICE"	1870	104.35	56.8	161.15	47.55
"1008"	"NOTICE"	1880	101.57	53.95	155.52	47.62
"1009"	"NOTICE"	1890	106.26	47.07	153.33	59.19
"1010"	"NOTICE"	1900	99.2	43.39	142.59	55.81
"1011"	"NOTICE"	1910	106.16	41.01	147.17	65.15
"1012"	"NOTICE"	1920	96.44	34.14	130.58	62.3
"1013"	"NOTICE"	1930	108.92	35.84	144.76	73.08
"1014"	"NOTICE"	1940	100.64	35.99	136.63	64.65
"1015"	"NOTICE"	1950	111.32	32.87	144.19	78.45
"1016"	"NOTICE"	1960	106.82	29.05	135.87	77.77
"1017"	"NOTICE"	1970	118.81	25.41	144.22	93.4
"1018"	"NOTICE"	1980	120.7	20.77	141.47	99.93
"1019"	"NOTICE"	1990	142.55	22.49	165.04	120.06
"1020"	"NOTICE"	2000	151.5	19.81	171.31	131.69
"1021"	"ORDER"	1860	86.83	261.6	348.43	-174.77
"1022"	"ORDER"	1870	96.56	250.02	346.58	-153.46
"1023"	"ORDER"	1880	88.34	234.32	322.66	-145.98
"1024"	"ORDER"	1890	93.71	253.36	347.07	-159.65
"1025"	"ORDER"	1900	87.53	234.99	322.52	-147.46
"1026"	"ORDER"	1910	86.21	241.14	327.35	-154.93
"1027"	"ORDER"	1920	87.27	227.45	314.72	-140.18
"1028"	"ORDER"	1930	99.09	246.51	345.6	-147.42
"1029"	"ORDER"	1940	108.72	280.52	389.24	-171.8
"1030"	"ORDER"	1950	102.47	228.87	331.34	-126.4
"1031"	"ORDER"	1960	99.8	225.05	324.85	-125.25
"1032"	"ORDER"	1970	111.99	196.22	308.21	-84.23
"1033"	"ORDER"	1980	101.08	188.17	289.25	-87.09
"1034"	"ORDER"	1990	78.63	134.34	212.97	-55.71
"1035"	"ORDER"	2000	82.29	122.15	204.44	-39.86
"1036"	"PAUSE"	1860	70.07	41.63	111.7	28.44
"1037"	"PAUSE"	1870	67.54	44.44	111.98	23.1
"1038"	"PAUSE"	1880	64.87	36.75	101.62	28.12
"1039"	"PAUSE"	1890	61.18	41.83	103.01	19.35
"1040"	"PAUSE"	1900	76.97	58.87	135.84	18.1
